tf,sensor_log2_selectivity,tf_mrna_log10_ratio
XBP1,1.80747,0.09852
IRF8,1.80289,0.31482
TFEB,1.80096,-0.41856
DDIT3,1.80082,0.31605
E2F3,1.80022,0.35972
IRF4,1.79898,-0.17271
MYC,1.79788,0.22497
SIX5,1.79694,-0.04506
E2F2,1.79635,0.546
E2F1,1.79571,-0.14567
BHLHE40,1.79564,0.12349
HOXB6,1.79512,0.12505
MXI1,1.79438,0.36623
USF2,1.79191,-0.17263
CEBPA,1.79043,1.86054
USF1,1.78947,-0.13268
E2F3,1.78922,0.35972
CEBPA,1.78816,1.86054
TBP,1.78776,0.01746
MLXIPL,1.78741,1.28556
E2F6,1.78566,0.21414
HNRNPH3,1.78556,0.04128
REL,1.78401,0.12775
TEAD4,1.78394,0.33182
E2F3,1.78366,0.35972
ATF4,1.7835,0.11374
E2F8,1.78203,0.20928
USF1,1.78165,-0.13268
ATF3,1.78089,0.74563
MYC,1.78059,0.22497
HEY1,1.78043,1.16638
IRF5,1.7785,0.56234
E2F3,1.77756,0.35972
ATF3,1.77717,0.74563
E2F2,1.77623,0.546
MYBL1,1.77558,0.21759
MAX,1.7747,0.13856
E2F2,1.77462,0.546
MYC,1.77431,0.22497
POU2F2,1.77308,-0.79029
HEY2,1.77208,1.09575
E2F1,1.77156,-0.14567
HLF,1.76853,1.20049
ELK4,1.76846,0.1604
E2F1,1.76741,-0.14567
MYC,1.76713,0.22497
E2F5,1.76542,0.52151
JUN,1.76499,0.26082
TFE3,1.76474,-0.02572
TFE3,1.76373,-0.02572
NFE2,1.7633,0.59563
YWHAZ,1.76274,0.2477
IRF1,1.76248,0.07358
ATF3,1.76121,0.74563
TFEB,1.76115,-0.41856
TEAD1,1.75951,0.23157
E2F1,1.75906,-0.14567
GABPA,1.75808,-0.14939
CREB3L1,1.75765,-0.29251
BACH1,1.75745,-0.08588
ZNF3,1.7565,0.04979
MYC,1.75426,0.22497
MAX,1.75187,0.13856
MAX,1.75158,0.13856
MAX,1.75151,0.13856
MXI1,1.75076,0.36623
USF2,1.74886,-0.17263
CTCF,1.74854,0.1109
IRF9,1.74783,0.07959
JDP2,1.74763,0.49816
HLF,1.74669,1.20049
TRIM28,1.7466,-0.01728
E2F1,1.74615,-0.14567
BHLHE40,1.73994,0.12349
TEAD4,1.73906,0.33182
USF1,1.73813,-0.13268
MLXIPL,1.73646,1.28556
YY1,1.73528,0.14859
STAT5A,1.73519,-0.10044
TEAD4,1.73463,0.33182
E2F5,1.73386,0.52151
MYC,1.73344,0.22497
CREB3L1,1.73323,-0.29251
MAX,1.73319,0.13856
USF1,1.73236,-0.13268
ZNF143,1.73113,-0.08045
E2F1,1.72939,-0.14567
GATA2,1.72899,-0.05162
HEY1,1.72501,1.16638
NRL,1.7232,0.13212
SRF,1.72313,-0.18877
OLIG2,1.72283,0.79877
SOX1,1.72263,1.77815
HEY1,1.72128,1.16638
TFE3,1.721,-0.02572
STAT1,1.72083,-0.01743
JUN,1.72063,0.26082
BHLHE40,1.72058,0.12349
JUN,1.72008,0.26082
CREB3L1,1.71985,-0.29251
CREB1,1.71966,-0.1189
IRF9,1.71953,0.07959
NFE2,1.71928,0.59563
NFE2,1.71892,0.59563
TGIF1,1.7179,0.24022
JUN,1.71677,0.26082
E2F3,1.7162,0.35972
MXI1,1.71576,0.36623
CREB3L1,1.71557,-0.29251
MYC,1.71489,0.22497
HOXC10,1.71374,0.94574
NFE2L2,1.71331,0.01426
DBP,1.712,-0.07406
USF2,1.71189,-0.17263
MAX,1.71143,0.13856
MXI1,1.71052,0.36623
SRF,1.70831,-0.18877
DLX4,1.70766,1.70529
MYC,1.70758,0.22497
E2F1,1.7073,-0.14567
TFEB,1.70469,-0.41856
BACH1,1.70454,-0.08588
ELF1,1.70448,-0.0385
ATF4,1.70216,0.11374
RARG,1.70193,-0.50335
MLXIPL,1.70171,1.28556
MAX,1.7014,0.13856
E2F4,1.70002,0.14148
USF1,1.69994,-0.13268
RXRB,1.69969,0.14875
ATF3,1.69876,0.74563
ESRRG,1.69855,1.19866
CEBPG,1.69653,0.22789
BHLHE41,1.69471,-0.53218
E2F1,1.69455,-0.14567
ATF3,1.692,0.74563
HEY2,1.69097,1.09575
CTCF,1.69091,0.1109
CREB3L1,1.68722,-0.29251
TFEB,1.6834,-0.41856
BHLHE41,1.68283,-0.53218
CEBPB,1.68141,0.1585
MTF1,1.68082,0.11672
E2F4,1.68018,0.14148
TFEB,1.67844,-0.41856
MYC,1.67832,0.22497
HESX1,1.67676,0.17438
MAFF,1.67623,0.15237
SREBF1,1.67485,-0.15578
MEIS3,1.67222,0.68303
MYC,1.67157,0.22497
FOS,1.67081,0.11477
RORA,1.66965,1.26779
PAX3,1.66913,1.45939
TFEB,1.66905,-0.41856
IRF2,1.6679,-0.18248
MYC,1.66716,0.22497
BHLHE40,1.66715,0.12349
RXRB,1.66569,0.14875
MEIS1,1.66288,-0.46847
CEBPD,1.6625,0.31811
MYC,1.66115,0.22497
MXI1,1.66053,0.36623
BHLHE40,1.66045,0.12349
BHLHE40,1.66037,0.12349
MYC,1.66021,0.22497
BHLHE40,1.65917,0.12349
CEBPB,1.65851,0.1585
CLOCK,1.65833,0.06464
E2F7,1.65758,-0.21524
TEAD4,1.65386,0.33182
MYC,1.6521,0.22497
MAX,1.65207,0.13856
MAFG,1.6514,-0.03675
CREB1,1.65036,-0.1189
E2F1,1.65013,-0.14567
E2F2,1.64936,0.546
MAX,1.64903,0.13856
IRF4,1.64895,-0.17271
E2F1,1.64875,-0.14567
BHLHE40,1.64834,0.12349
E2F2,1.64782,0.546
E2F8,1.64756,0.20928
GMEB2,1.64705,0.07687
MTF1,1.64478,0.11672
SIN3A,1.64467,0.04933
E2F1,1.64406,-0.14567
E2F7,1.64384,-0.21524
CREB3L1,1.64365,-0.29251
USF2,1.64272,-0.17263
SIN3A,1.64179,0.04933
MTF1,1.64082,0.11672
MYC,1.64053,0.22497
MNT,1.63804,0.05603
MYC,1.63698,0.22497
CEBPG,1.63689,0.22789
E2F1,1.6366,-0.14567
ZIC3,1.63629,1.58206
USF2,1.63586,-0.17263
USF1,1.63555,-0.13268
USF1,1.63543,-0.13268
BHLHE40,1.63456,0.12349
E2F1,1.63253,-0.14567
E2F6,1.63218,0.21414
CEBPD,1.63107,0.31811
MTF1,1.62952,0.11672
HIF1A,1.62815,-0.1013
ATF7,1.62675,0.14396
MYC,1.62663,0.22497
ATF4,1.62561,0.11374
MAX,1.62553,0.13856
TGIF2,1.62549,0.13496
E2F5,1.62546,0.52151
E2F1,1.62536,-0.14567
USF1,1.625,-0.13268
E2F1,1.62416,-0.14567
MAX,1.62382,0.13856
HOXD11,1.6233,0.14834
JUND,1.62308,-0.03685
NFKB1,1.6223,-0.02496
RARA,1.62154,-0.25519
HLF,1.61858,1.20049
BHLHE40,1.61742,0.12349
CEBPB,1.61618,0.1585
NRL,1.61593,0.13212
RARA,1.6132,-0.25519
CREB3L1,1.61283,-0.29251
IRF4,1.61244,-0.17271
IRF8,1.61167,0.31482
E2F4,1.60974,0.14148
SIN3A,1.60915,0.04933
MAX,1.60844,0.13856
FOXD3,1.60834,1.66375
MYC,1.6064,0.22497
MYC,1.60598,0.22497
OLIG2,1.6057,0.79877
USF1,1.60446,-0.13268
MNT,1.60271,0.05603
MYC,1.60212,0.22497
MYC,1.59998,0.22497
MXI1,1.59944,0.36623
ZBED1,1.59849,-0.20248
MNX1,1.59837,2.02938
YY1,1.59798,0.14859
CEBPD,1.59783,0.31811
MAX,1.59671,0.13856
MYBL1,1.59617,0.21759
TFE3,1.59583,-0.02572
STAT2,1.59408,0.19114
JDP2,1.59352,0.49816
MYC,1.59246,0.22497
MXI1,1.59214,0.36623
TCF7,1.59055,0.17771
ATF4,1.59,0.11374
RORA,1.5899,1.26779
E2F3,1.58811,0.35972
BHLHE40,1.588,0.12349
BHLHE40,1.58471,0.12349
IRF9,1.58278,0.07959
MYC,1.58252,0.22497
NR2F1,1.58186,-0.40683
MYC,1.58027,0.22497
CEBPB,1.5787,0.1585
CEBPB,1.57828,0.1585
MLXIPL,1.57734,1.28556
NFKB2,1.57733,0.51364
ZBTB4,1.57655,-0.18334
CEBPD,1.57626,0.31811
HOXA3,1.57573,-0.49974
FOSL2,1.5739,0.07854
BARHL2,1.5734,1.83251
NFKB1,1.57301,-0.02496
NFKB1,1.57251,-0.02496
USF1,1.57173,-0.13268
JUND,1.57135,-0.03685
TFE3,1.57072,-0.02572
MYC,1.57065,0.22497
ETS1,1.5699,0.2381
E2F3,1.56964,0.35972
ESRRA,1.5695,0.36686
IRF8,1.56852,0.31482
XBP1,1.56839,0.09852
BHLHE41,1.56828,-0.53218
ARNT,1.56788,0.03492
MLX,1.56781,0.04225
NR2F6,1.56689,-0.07863
SP2,1.56628,-0.07606
E2F2,1.56554,0.546
E2F3,1.56519,0.35972
MYC,1.565,0.22497
RARA,1.56495,-0.25519
JUN,1.56319,0.26082
CEBPA,1.56209,1.86054
MYC,1.56181,0.22497
MTF1,1.56143,0.11672
IRF7,1.56025,-0.16734
HOXB13,1.55999,1.17107
MXI1,1.55827,0.36623
NFE2,1.55783,0.59563
SREBF2,1.55682,0.00057
CEBPB,1.5562,0.1585
E2F2,1.55571,0.546
E2F4,1.55476,0.14148
NFKB1,1.55418,-0.02496
MLX,1.55378,0.04225
E2F3,1.55185,0.35972
MEIS1,1.5511,-0.46847
MAX,1.55044,0.13856
ATF4,1.55033,0.11374
MTF1,1.55024,0.11672
JUND,1.54996,-0.03685
MYC,1.54757,0.22497
EP300,1.54599,0.07356
E2F1,1.54555,-0.14567
BCL6,1.54546,-0.46691
HLF,1.54536,1.20049
FOSL1,1.54464,0.12968
ELK1,1.54425,-0.14318
STAT1,1.54316,-0.01743
HLF,1.54305,1.20049
E2F1,1.54254,-0.14567
MYC,1.54133,0.22497
LHX9,1.54122,-1.03088
MTF1,1.54048,0.11672
SOX9,1.53891,0.21723
E2F3,1.53866,0.35972
IRF3,1.53855,-0.1629
MAFG,1.53811,-0.03675
CREB1,1.53771,-0.1189
HEY1,1.5366,1.16638
HESX1,1.53653,0.17438
SIN3A,1.53445,0.04933
MAX,1.53441,0.13856
CREB5,1.53424,0.13627
MAX,1.53379,0.13856
ARNT,1.53347,0.03492
CREB5,1.53225,0.13627
HLF,1.53194,1.20049
HOXD11,1.53148,0.14834
NFKB1,1.52993,-0.02496
JUN,1.52821,0.26082
REL,1.52782,0.12775
E2F4,1.52679,0.14148
HEY2,1.52649,1.09575
CTCF,1.526,0.1109
IRF9,1.52502,0.07959
BHLHE41,1.52483,-0.53218
E2F1,1.52478,-0.14567
POU2F1,1.52418,0.47712
NFE2,1.52303,0.59563
SOX4,1.52258,-0.13172
NFIA,1.5223,0.15147
REL,1.52226,0.12775
SMAD3,1.522,-0.38086
CREB1,1.52176,-0.1189
E2F5,1.52106,0.52151
TFE3,1.51886,-0.02572
ARNT,1.51871,0.03492
ARNT,1.51826,0.03492
TEAD1,1.5178,0.23157
GABPA,1.51756,-0.14939
E2F4,1.51662,0.14148
USF1,1.5155,-0.13268
HEY2,1.51429,1.09575
E2F2,1.51261,0.546
NKX3-1,1.51189,-0.17361
BCL6,1.50963,-0.46691
BACH2,1.50951,1.29373
SFT2D1,1.50928,0.08654
VAX2,1.5092,-0.14018
BHLHE40,1.5092,0.12349
ELK1,1.50889,-0.14318
THAP1,1.50737,0.30516
MLXIPL,1.50686,1.28556
CEBPB,1.50635,0.1585
ARNT,1.50616,0.03492
RXRA,1.50435,0.30198
TFEB,1.50393,-0.41856
IRF9,1.50294,0.07959
MAX,1.50259,0.13856
E2F4,1.50226,0.14148
NFE2,1.50189,0.59563
TFEB,1.50186,-0.41856
MXI1,1.50145,0.36623
TFE3,1.50123,-0.02572
HAND1,1.50114,0.94118
JUNB,1.49984,0.12824
GMEB2,1.49895,0.07687
HEY1,1.49811,1.16638
USF1,1.49738,-0.13268
MYC,1.49723,0.22497
E2F1,1.49648,-0.14567
BHLHE40,1.49619,0.12349
MTF1,1.49508,0.11672
FOXA1,1.49493,0.59218
EP300,1.49388,0.07356
SOX9,1.4937,0.21723
HOXC10,1.49369,0.94574
NFE2,1.49277,0.59563
MLX,1.4924,0.04225
TRIM28,1.49118,-0.01728
SRF,1.49108,-0.18877
USF1,1.48983,-0.13268
BHLHE40,1.48861,0.12349
USF1,1.4873,-0.13268
FOSL2,1.48639,0.07854
IRF9,1.48613,0.07959
USF1,1.48599,-0.13268
ATF4,1.48534,0.11374
TEAD3,1.48506,-0.10294
FOSB,1.48493,0.22429
NFYB,1.48361,-0.01498
ATF3,1.48274,0.74563
CLOCK,1.48271,0.06464
E2F2,1.48214,0.546
RARG,1.48208,-0.50335
TBX20,1.48075,1.45484
FOS,1.48047,0.11477
ATF4,1.48027,0.11374
MLX,1.48,0.04225
E2F2,1.47961,0.546
MXI1,1.47806,0.36623
MXI1,1.47595,0.36623
HEY1,1.47568,1.16638
ZBED1,1.4754,-0.20248
MTF1,1.4753,0.11672
NFE2,1.47504,0.59563
CEBPD,1.47447,0.31811
USF2,1.47381,-0.17263
USF1,1.47373,-0.13268
TBX1,1.47373,1.76691
BACH2,1.47241,1.29373
HOXB4,1.47202,-0.31825
JUN,1.4719,0.26082
TCF7,1.47185,0.17771
IRF9,1.4717,0.07959
USF1,1.47163,-0.13268
MTF1,1.4699,0.11672
NFIL3,1.46882,0.04188
CEBPB,1.46824,0.1585
ARNT,1.46824,0.03492
E2F1,1.46785,-0.14567
HLF,1.46707,1.20049
MLXIPL,1.46664,1.28556
CEBPB,1.46656,0.1585
USF2,1.46461,-0.17263
IRF5,1.46424,0.56234
MYC,1.46277,0.22497
NR3C1,1.46201,-0.11267
USF1,1.46116,-0.13268
CREB5,1.46034,0.13627
CEBPD,1.4598,0.31811
FOSL2,1.45954,0.07854
RUNX1,1.45945,-0.06798
CEBPB,1.45846,0.1585
SREBF1,1.45764,-0.15578
MAX,1.4573,0.13856
MAX,1.45674,0.13856
MAFB,1.45578,0.64383
TFDP1,1.45474,-0.02352
IRF1,1.45459,0.07358
MYC,1.45446,0.22497
MTF1,1.45329,0.11672
MAX,1.45322,0.13856
IRF4,1.45313,-0.17271
JDP2,1.4531,0.49816
E2F2,1.45191,0.546
MAX,1.45168,0.13856
CEBPD,1.45125,0.31811
GATA2,1.45119,-0.05162
RFX2,1.45039,0.09243
MYC,1.44889,0.22497
HOXC10,1.44872,0.94574
E2F1,1.44533,-0.14567
E2F2,1.44386,0.546
MLX,1.44316,0.04225
DBP,1.44213,-0.07406
MITF,1.44181,0.30426
SREBF2,1.44091,0.00057
EOMES,1.44056,1.4624
NFE2,1.44,0.59563
ONECUT2,1.43885,1.50408
NFE2,1.43832,0.59563
MTF1,1.43811,0.11672
ARHGEF12,1.43721,0.00333
TEAD1,1.43707,0.23157
E2F4,1.4366,0.14148
E2F2,1.43534,0.546
E2F3,1.43412,0.35972
TFEB,1.4339,-0.41856
MAX,1.43383,0.13856
TFE3,1.43295,-0.02572
NFIL3,1.43143,0.04188
JUND,1.42926,-0.03685
NR1D1,1.42921,0.0778
E2F1,1.42841,-0.14567
BHLHE40,1.4279,0.12349
BHLHE41,1.42778,-0.53218
HEY1,1.42684,1.16638
STAT2,1.42481,0.19114
IRF5,1.42362,0.56234
HIF1A,1.42303,-0.1013
CTCF,1.42252,0.1109
ATF4,1.42218,0.11374
MYC,1.42186,0.22497
EN1,1.42142,1.50651
USF1,1.42079,-0.13268
MYC,1.41888,0.22497
CEBPD,1.41831,0.31811
JDP2,1.41784,0.49816
BHLHE41,1.41728,-0.53218
OSR2,1.41643,0.51205
BHLHE41,1.41606,-0.53218
MLX,1.4157,0.04225
MLX,1.41447,0.04225
MLXIPL,1.41374,1.28556
ATF3,1.4132,0.74563
USF1,1.41295,-0.13268
CEBPA,1.41098,1.86054
MAFF,1.41086,0.15237
CREB1,1.41038,-0.1189
MITF,1.41016,0.30426
ATF4,1.40946,0.11374
NRF1,1.4094,-0.06707
ATF2,1.40902,0.19734
ATF3,1.40842,0.74563
TEAD3,1.40819,-0.10294
CEBPG,1.40813,0.22789
E2F7,1.40723,-0.21524
USF1,1.40648,-0.13268
MYC,1.40613,0.22497
FOSL2,1.4058,0.07854
BHLHE40,1.40456,0.12349
IRF2,1.40268,-0.18248
GMEB2,1.40153,0.07687
ATF7,1.40136,0.14396
JDP2,1.40098,0.49816
RXRA,1.40095,0.30198
USF1,1.40087,-0.13268
MYC,1.40027,0.22497
MAX,1.39896,0.13856
IRF8,1.3989,0.31482
E2F1,1.39851,-0.14567
MAX,1.39763,0.13856
TRIM28,1.39738,-0.01728
HEY2,1.39732,1.09575
ZNF143,1.39659,-0.08045
ZBTB3,1.39659,0.39844
USF2,1.39573,-0.17263
MITF,1.39544,0.30426
PAX3,1.39532,1.45939
BACH2,1.39405,1.29373
FOXD1,1.39284,0.21153
GABPA,1.39197,-0.14939
RORA,1.39188,1.26779
E2F1,1.39152,-0.14567
HCFC1,1.3912,0.32821
TEAD3,1.39114,-0.10294
E2F1,1.39044,-0.14567
E2F8,1.38914,0.20928
ETV5,1.38808,0.00428
MAFB,1.38763,0.64383
TFE3,1.3872,-0.02572
E2F7,1.38616,-0.21524
MITF,1.38492,0.30426
MYC,1.38492,0.22497
ATF3,1.38442,0.74563
JDP2,1.38408,0.49816
FOXO4,1.38402,0.05375
JUNB,1.38303,0.12824
IRF7,1.38193,-0.16734
HMX1,1.38105,1.5563
PKNOX2,1.38102,0.45558
SOX4,1.38045,-0.13172
FOSL1,1.38002,0.12968
MTF1,1.37961,0.11672
TFE3,1.37926,-0.02572
CREB3L1,1.37906,-0.29251
MAX,1.37879,0.13856
FOXF1,1.37758,0.17609
NFKB1,1.3775,-0.02496
TBX20,1.37614,1.45484
HOXD13,1.37597,1.61407
YY2,1.37587,-0.33904
MAX,1.37298,0.13856
GRHL1,1.37294,0.60779
ATF3,1.37268,0.74563
MTF1,1.37255,0.11672
JUN,1.37201,0.26082
IRF5,1.3719,0.56234
ARNT,1.3718,0.03492
HDX,1.37179,0.08585
STAT2,1.37088,0.19114
DBP,1.37082,-0.07406
ELK4,1.37031,0.1604
CREB5,1.37025,0.13627
NFKB2,1.37018,0.51364
FOSL1,1.37011,0.12968
MTF1,1.36971,0.11672
NFIL3,1.36951,0.04188
E2F1,1.36926,-0.14567
IRF8,1.36872,0.31482
DBP,1.36582,-0.07406
MYC,1.36462,0.22497
E2F2,1.3641,0.546
MLX,1.36407,0.04225
MAFF,1.36404,0.15237
TEAD4,1.36393,0.33182
MYC,1.36374,0.22497
E2F4,1.36361,0.14148
E2F6,1.36203,0.21414
ATF7,1.36153,0.14396
XBP1,1.36067,0.09852
E2F1,1.35986,-0.14567
ATF2,1.35795,0.19734
SOX2,1.35745,1.37658
TFEB,1.3566,-0.41856
ATF4,1.35622,0.11374
MYC,1.3556,0.22497
JUN,1.35539,0.26082
MTF1,1.35499,0.11672
MAX,1.3543,0.13856
CREB3L2,1.35428,0.15749
HLF,1.35417,1.20049
JUND,1.3538,-0.03685
STAT5B,1.35236,-0.28536
STAT1,1.35201,-0.01743
ZDHHC15,1.35158,1.7796
E2F2,1.35151,0.546
TFE3,1.3514,-0.02572
GABPA,1.35114,-0.14939
ATF4,1.35062,0.11374
NFIL3,1.35045,0.04188
HOXC10,1.35021,0.94574
IRF9,1.35011,0.07959
TFEB,1.34982,-0.41856
ARNT,1.34958,0.03492
GRHL1,1.34949,0.60779
SREBF1,1.34918,-0.15578
MTF1,1.34816,0.11672
MXI1,1.34809,0.36623
E2F4,1.34705,0.14148
CEBPD,1.34593,0.31811
E2F7,1.34587,-0.21524
NKX2-8,1.34574,1.30963
OLIG2,1.34569,0.79877
NFE2L2,1.34543,0.01426
MAFK,1.34508,-0.18717
HLF,1.3449,1.20049
BHLHE41,1.34482,-0.53218
NFKB1,1.34482,-0.02496
E2F1,1.34475,-0.14567
MAFB,1.34426,0.64383
POU2F1,1.34421,0.47712
MTF1,1.34304,0.11672
E2F1,1.34291,-0.14567
MAX,1.34265,0.13856
HOXD13,1.34225,1.61407
RUNX2,1.34201,-0.44748
SIN3A,1.3418,0.04933
JDP2,1.34108,0.49816
MTF1,1.34029,0.11672
MAX,1.34023,0.13856
HESX1,1.33981,0.17438
HLF,1.33948,1.20049
E2F1,1.33911,-0.14567
DBP,1.33904,-0.07406
CHD2,1.33736,0.16413
NR2F1,1.33731,-0.40683
JDP2,1.33668,0.49816
BHLHE40,1.33586,0.12349
CREB3L1,1.33491,-0.29251
MAX,1.3346,0.13856
CREB3L1,1.33437,-0.29251
MTF1,1.33412,0.11672
MTF1,1.33386,0.11672
GMEB2,1.33212,0.07687
IRF4,1.33209,-0.17271
RREB1,1.33014,0.27761
TFE3,1.3299,-0.02572
NKX2-5,1.32972,1.55041
HEY1,1.32924,1.16638
MLXIPL,1.32889,1.28556
RXRB,1.32817,0.14875
ATF3,1.32686,0.74563
BACH1,1.32668,-0.08588
ZNF510,1.32418,0.05108
BHLHE41,1.32324,-0.53218
ELK4,1.32199,0.1604
HOXC10,1.3201,0.94574
CCDC25,1.31978,-0.00134
FOXF2,1.31976,0.41095
BHLHE40,1.31975,0.12349
ATF3,1.31898,0.74563
JUNB,1.31795,0.12824
RARG,1.31702,-0.50335
CREB3L1,1.31559,-0.29251
IRF9,1.31461,0.07959
USF1,1.31418,-0.13268
E2F1,1.31403,-0.14567
NKX6-1,1.31308,1.89061
HEY1,1.31291,1.16638
NFE2,1.31272,0.59563
THAP1,1.31235,0.30516
MNT,1.31189,0.05603
MAFG,1.31188,-0.03675
NR3C1,1.31163,-0.11267
GATA2,1.31134,-0.05162
MYC,1.31007,0.22497
MAFA,1.30976,1.66573
CUX2,1.30947,1.0607
ATF7,1.3086,0.14396
FOXP3,1.30592,0.80403
HOXD11,1.30573,0.14834
CLOCK,1.30536,0.06464
HLF,1.30533,1.20049
MLXIPL,1.30491,1.28556
IRF9,1.30403,0.07959
MYC,1.30399,0.22497
JUND,1.30338,-0.03685
E2F1,1.30337,-0.14567
TFE3,1.30314,-0.02572
TBX20,1.30305,1.45484
FOSB,1.30255,0.22429
MGA,1.30222,0.06935
IRF4,1.30222,-0.17271
JUN,1.30199,0.26082
ATF1,1.30171,-0.08557
DLX2,1.30126,0.70947
FOSL2,1.30123,0.07854
IRF4,1.30084,-0.17271
MSX2,1.3006,1.37658
MLXIPL,1.30023,1.28556
EN2,1.29939,1.5098
STAT1,1.29807,-0.01743
BHLHE40,1.29801,0.12349
FOSL1,1.29774,0.12968
MTF1,1.29669,0.11672
MAFF,1.29632,0.15237
MNT,1.29606,0.05603
ATF4,1.29572,0.11374
ZNF143,1.29567,-0.08045
NFIL3,1.29556,0.04188
E2F1,1.29434,-0.14567
CEBPD,1.29418,0.31811
MYC,1.29387,0.22497
ATF2,1.29377,0.19734
MEF2C,1.29323,0.40985
ATF3,1.29244,0.74563
MEIS1,1.29132,-0.46847
ZNF143,1.29125,-0.08045
ATF3,1.29075,0.74563
MLXIPL,1.29039,1.28556
MTF1,1.2903,0.11672
MTF1,1.29025,0.11672
MEIS1,1.29011,-0.46847
BHLHE40,1.28799,0.12349
ARNT,1.28795,0.03492
HLF,1.28783,1.20049
MLXIPL,1.28761,1.28556
CREM,1.28542,-0.0345
USF1,1.28541,-0.13268
MTF1,1.28481,0.11672
JUND,1.28474,-0.03685
TBX1,1.28451,1.76691
JUN,1.28327,0.26082
RORA,1.28293,1.26779
MAFF,1.28288,0.15237
RXRB,1.28274,0.14875
HEY2,1.28248,1.09575
E2F2,1.28196,0.546
CREB3,1.28177,-0.24841
MYC,1.28139,0.22497
E2F5,1.28076,0.52151
ELK1,1.28063,-0.14318
ATF3,1.28034,0.74563
USF1,1.27928,-0.13268
HOXD11,1.27879,0.14834
PAX2,1.27743,1.0569
TFE3,1.27694,-0.02572
FOXK1,1.27693,0.61424
FOSB,1.27662,0.22429
MLX,1.27657,0.04225
USF2,1.27631,-0.17263
E2F3,1.2762,0.35972
ATF4,1.27557,0.11374
USF2,1.27553,-0.17263
ATF2,1.27538,0.19734
CEBPB,1.27536,0.1585
TBP,1.27487,0.01746
POU5F1,1.27428,-0.17881
PROX1,1.27288,1.25768
ATF2,1.27287,0.19734
HDAC2,1.27283,0.15118
LMX1B,1.27206,1.549
JUND,1.27165,-0.03685
CEBPD,1.27101,0.31811
USF2,1.27092,-0.17263
CREB1,1.27074,-0.1189
YY2,1.27073,-0.33904
IRF4,1.2702,-0.17271
DDIT3,1.26975,0.31605
AFP,1.2692,-0.7863
TP53,1.26825,-0.06103
MYC,1.26749,0.22497
TFEB,1.26723,-0.41856
IRF2,1.26706,-0.18248
HEY2,1.26622,1.09575
BHLHE41,1.26451,-0.53218
ERF,1.26345,-0.20753
FOXF2,1.26336,0.41095
USF1,1.26335,-0.13268
CEBPB,1.2633,0.1585
NR1D1,1.26321,0.0778
CREB3L1,1.26289,-0.29251
TFEB,1.26287,-0.41856
NFIL3,1.26199,0.04188
TBX1,1.26151,1.76691
ATF4,1.26069,0.11374
TEF,1.26069,-0.46806
DBP,1.26029,-0.07406
MTF1,1.26026,0.11672
GMEB2,1.25986,0.07687
MYC,1.25964,0.22497
E2F4,1.25955,0.14148
MAFF,1.25928,0.15237
MYC,1.25891,0.22497
IRF1,1.25882,0.07358
ARNT,1.25734,0.03492
MZF1,1.256,0.10253
USF1,1.25548,-0.13268
CEBPB,1.25518,0.1585
JUN,1.25485,0.26082
MAFK,1.2537,-0.18717
PBX1,1.2525,-0.73611
E2F5,1.25206,0.52151
IRF8,1.25206,0.31482
NR3C1,1.25196,-0.11267
RARA,1.25195,-0.25519
JUNB,1.2518,0.12824
CREB3,1.25106,-0.24841
POU2F1,1.25028,0.47712
BACH1,1.24984,-0.08588
MITF,1.24953,0.30426
HEY1,1.24929,1.16638
CEBPB,1.24634,0.1585
E2F1,1.24622,-0.14567
CREB5,1.24587,0.13627
BHLHE40,1.24566,0.12349
USF1,1.24526,-0.13268
CREB1,1.24509,-0.1189
CEBPB,1.24473,0.1585
IRF3,1.24472,-0.1629
MAX,1.24456,0.13856
RORA,1.24394,1.26779
PBX1,1.2432,-0.73611
HLF,1.24304,1.20049
MITF,1.24235,0.30426
MTF1,1.24186,0.11672
NR2F6,1.2418,-0.07863
IRF1,1.24146,0.07358
MEF2C,1.2411,0.40985
JUN,1.24075,0.26082
HEY2,1.24062,1.09575
BCL11A,1.24004,1.84042
MEF2D,1.2393,-0.06654
MAX,1.23917,0.13856
CREB3L1,1.2388,-0.29251
FOSL2,1.23745,0.07854
REL,1.23713,0.12775
TFEB,1.23484,-0.41856
HEY2,1.23473,1.09575
MAFK,1.23397,-0.18717
TFEB,1.23358,-0.41856
HSF1,1.23333,0.46176
TFE3,1.23257,-0.02572
ATF3,1.23077,0.74563
ATF4,1.22975,0.11374
CEBPB,1.22953,0.1585
XBP1,1.22896,0.09852
USF1,1.22894,-0.13268
NFE2,1.22876,0.59563
POU2F2,1.22869,-0.79029
E2F2,1.22788,0.546
HEY2,1.2252,1.09575
DTL,1.22508,-0.3358
MYC,1.22399,0.22497
FOS,1.22301,0.11477
MLX,1.22247,0.04225
TFEB,1.2219,-0.41856
MYC,1.22183,0.22497
IRF9,1.22169,0.07959
JDP2,1.22143,0.49816
CEBPB,1.2212,0.1585
ARNT,1.22076,0.03492
TEF,1.22025,-0.46806
E2F1,1.22021,-0.14567
USF1,1.21986,-0.13268
HINFP,1.21967,0.09309
BHLHE41,1.21964,-0.53218
HLF,1.21959,1.20049
E4F1,1.2193,0.19447
FOXP1,1.21852,-0.47893
USF1,1.21849,-0.13268
ZBTB3,1.21814,0.39844
E2F6,1.21765,0.21414
RORB,1.21717,1.75358
JUND,1.21671,-0.03685
